chrpos	count	fre	treat	sampleID
1:56261864	1	0.0625	Post	KTN615
1:56470503	1	0.0625	Post	KTN615
1:56684441	1	0.0625	Post	KTN615
1:56903007	1	0.0625	Post	KTN615
1:57121452	1	0.0625	Post	KTN615
1:57332261	1	0.0625	Post	KTN615
1:57538671	1	0.0625	Post	KTN615
1:57746480	1	0.0625	Post	KTN615
1:57955877	1	0.0625	Post	KTN615
1:58174813	1	0.0625	Post	KTN615
1:58383365	1	0.0625	Post	KTN615
1:58598982	1	0.0625	Post	KTN615
1:58820264	1	0.0625	Post	KTN615
1:59040138	1	0.0625	Post	KTN615
1:59258806	1	0.0625	Post	KTN615
1:59471268	1	0.0625	Post	KTN615
1:59680935	1	0.0625	Post	KTN615
1:59901009	1	0.0625	Post	KTN615
1:60139756	1	0.0625	Post	KTN615
1:60351344	1	0.0625	Post	KTN615
1:60561124	1	0.0625	Post	KTN615
1:60776932	1	0.0625	Post	KTN615
1:61003974	1	0.0625	Post	KTN615
1:61222122	1	0.0625	Post	KTN615
1:61440505	1	0.0625	Post	KTN615
1:61652423	1	0.0625	Post	KTN615
1:61862002	1	0.0625	Post	KTN615
1:62076807	1	0.0625	Post	KTN615
1:62306842	1	0.0625	Post	KTN615
1:62536179	1	0.0625	Post	KTN615
1:62772769	1	0.0625	Post	KTN615
1:62996481	1	0.0625	Post	KTN615
1:63232520	1	0.0625	Post	KTN615
1:63447308	1	0.0625	Post	KTN615
1:63657134	1	0.0625	Post	KTN615
1:63885372	1	0.0625	Post	KTN615
1:64108161	1	0.0625	Post	KTN615
1:64320374	1	0.0625	Post	KTN615
1:64527284	1	0.0625	Post	KTN615
1:64750380	1	0.0625	Post	KTN615
1:64972461	1	0.0625	Post	KTN615
1:65182797	1	0.0625	Post	KTN615
1:65397488	1	0.0625	Post	KTN615
1:65626082	1	0.0625	Post	KTN615
1:65843189	1	0.0625	Post	KTN615
1:66075186	1	0.0625	Post	KTN615
1:66300153	1	0.0625	Post	KTN615
1:66521363	1	0.0625	Post	KTN615
1:66744862	1	0.0625	Post	KTN615
1:66963857	1	0.0625	Post	KTN615
1:67173312	1	0.0625	Post	KTN615
1:67394863	1	0.0625	Post	KTN615
1:67613578	1	0.0625	Post	KTN615
1:67848219	2	0.125	Post	KTN615
1:68075994	2	0.125	Post	KTN615
1:68285974	2	0.125	Post	KTN615
1:68501920	2	0.125	Post	KTN615
1:68716755	3	0.1875	Post	KTN615
1:68937931	3	0.1875	Post	KTN615
1:69156253	3	0.1875	Post	KTN615
1:69383750	3	0.1875	Post	KTN615
1:69616920	6	0.375	Post	KTN615
1:69828445	6	0.375	Post	KTN615
1:77221237	7	0.4375	Post	KTN615
1:77441850	6	0.375	Post	KTN615
1:77666013	6	0.375	Post	KTN615
1:77878315	4	0.25	Post	KTN615
1:78093211	1	0.0625	Post	KTN615
1:78323564	1	0.0625	Post	KTN615
1:78551290	1	0.0625	Post	KTN615
1:78789963	1	0.0625	Post	KTN615
1:79004979	1	0.0625	Post	KTN615
1:79218705	1	0.0625	Post	KTN615
1:82673359	1	0.0625	Post	KTN615
1:82889954	1	0.0625	Post	KTN615
1:83099647	1	0.0625	Post	KTN615
1:83306406	1	0.0625	Post	KTN615
1:83963137	1	0.0625	Post	KTN615
1:84175323	1	0.0625	Post	KTN615
1:84384117	1	0.0625	Post	KTN615
1:84599661	1	0.0625	Post	KTN615
1:84813661	1	0.0625	Post	KTN615
1:85030222	1	0.0625	Post	KTN615
1:110714623	1	0.0625	Post	KTN615
1:110926003	1	0.0625	Post	KTN615
1:111137323	4	0.25	Post	KTN615
1:111345529	4	0.25	Post	KTN615
1:111569439	4	0.25	Post	KTN615
1:111793999	6	0.375	Post	KTN615
1:112019433	6	0.375	Post	KTN615
1:112239656	6	0.375	Post	KTN615
1:112445341	6	0.375	Post	KTN615
1:112649434	6	0.375	Post	KTN615
1:112886059	6	0.375	Post	KTN615
1:113106627	6	0.375	Post	KTN615
1:113339392	5	0.3125	Post	KTN615
1:113598183	5	0.3125	Post	KTN615
1:113826718	3	0.1875	Post	KTN615
1:151798461	1	0.0625	Post	KTN615
1:152018594	1	0.0625	Post	KTN615
1:152252754	1	0.0625	Post	KTN615
1:152489634	1	0.0625	Post	KTN615
1:152712104	1	0.0625	Post	KTN615
1:152933840	1	0.0625	Post	KTN615
1:153160284	1	0.0625	Post	KTN615
1:153376188	1	0.0625	Post	KTN615
1:153613877	1	0.0625	Post	KTN615
1:155261389	1	0.0625	Post	KTN615
1:155501801	1	0.0625	Post	KTN615
1:155788850	1	0.0625	Post	KTN615
1:156034178	1	0.0625	Post	KTN615
1:156266442	1	0.0625	Post	KTN615
1:156493984	1	0.0625	Post	KTN615
1:156716048	1	0.0625	Post	KTN615
1:156931964	1	0.0625	Post	KTN615
1:157148040	1	0.0625	Post	KTN615
1:157387342	1	0.0625	Post	KTN615
1:157610657	1	0.0625	Post	KTN615
1:157826214	1	0.0625	Post	KTN615
1:158041515	1	0.0625	Post	KTN615
1:158280815	1	0.0625	Post	KTN615
1:158509581	1	0.0625	Post	KTN615
1:158720338	1	0.0625	Post	KTN615
1:158948121	1	0.0625	Post	KTN615
1:159168011	1	0.0625	Post	KTN615
1:159394952	1	0.0625	Post	KTN615
1:159630534	1	0.0625	Post	KTN615
1:159850618	1	0.0625	Post	KTN615
1:160059714	1	0.0625	Post	KTN615
1:160273720	1	0.0625	Post	KTN615
1:160502586	1	0.0625	Post	KTN615
1:160728501	1	0.0625	Post	KTN615
1:160971060	1	0.0625	Post	KTN615
1:161202937	1	0.0625	Post	KTN615
1:161815104	1	0.0625	Post	KTN615
1:162023723	1	0.0625	Post	KTN615
1:162235669	1	0.0625	Post	KTN615
1:162461096	1	0.0625	Post	KTN615
1:162679134	1	0.0625	Post	KTN615
1:162919943	1	0.0625	Post	KTN615
1:163133192	1	0.0625	Post	KTN615
1:163346304	1	0.0625	Post	KTN615
1:163556647	1	0.0625	Post	KTN615
1:163778520	1	0.0625	Post	KTN615
1:163997276	1	0.0625	Post	KTN615
1:164223983	1	0.0625	Post	KTN615
1:164442842	1	0.0625	Post	KTN615
1:164659488	1	0.0625	Post	KTN615
1:164865209	1	0.0625	Post	KTN615
1:165088950	1	0.0625	Post	KTN615
1:165295056	1	0.0625	Post	KTN615
1:165501269	1	0.0625	Post	KTN615
1:165721351	1	0.0625	Post	KTN615
1:165953751	1	0.0625	Post	KTN615
1:166168052	1	0.0625	Post	KTN615
1:166418112	1	0.0625	Post	KTN615
1:166642702	1	0.0625	Post	KTN615
1:166867613	1	0.0625	Post	KTN615
1:167075512	1	0.0625	Post	KTN615
1:167288731	1	0.0625	Post	KTN615
1:167503263	1	0.0625	Post	KTN615
1:167723158	1	0.0625	Post	KTN615
1:167949683	1	0.0625	Post	KTN615
1:168167713	1	0.0625	Post	KTN615
1:168390883	1	0.0625	Post	KTN615
1:168613221	1	0.0625	Post	KTN615
1:168830840	1	0.0625	Post	KTN615
1:169049521	1	0.0625	Post	KTN615
1:169273936	1	0.0625	Post	KTN615
1:169497891	1	0.0625	Post	KTN615
1:169720294	1	0.0625	Post	KTN615
1:169934561	1	0.0625	Post	KTN615
1:170166388	1	0.0625	Post	KTN615
1:170381206	1	0.0625	Post	KTN615
1:170612935	1	0.0625	Post	KTN615
1:170830849	1	0.0625	Post	KTN615
1:171051378	1	0.0625	Post	KTN615
1:171268844	1	0.0625	Post	KTN615
1:171505634	1	0.0625	Post	KTN615
1:171739784	1	0.0625	Post	KTN615
1:171951229	1	0.0625	Post	KTN615
1:172176795	1	0.0625	Post	KTN615
1:172396389	1	0.0625	Post	KTN615
1:172613667	1	0.0625	Post	KTN615
1:172830047	1	0.0625	Post	KTN615
1:173058453	1	0.0625	Post	KTN615
1:173281667	1	0.0625	Post	KTN615
1:173515190	1	0.0625	Post	KTN615
1:173758209	1	0.0625	Post	KTN615
1:173991412	1	0.0625	Post	KTN615
1:174232306	1	0.0625	Post	KTN615
1:174459095	1	0.0625	Post	KTN615
1:174709052	1	0.0625	Post	KTN615
1:174940913	1	0.0625	Post	KTN615
1:175159003	1	0.0625	Post	KTN615
1:175375617	1	0.0625	Post	KTN615
1:175585384	1	0.0625	Post	KTN615
1:175791461	1	0.0625	Post	KTN615
1:176013706	1	0.0625	Post	KTN615
1:176239403	1	0.0625	Post	KTN615
1:176468492	1	0.0625	Post	KTN615
1:176678140	2	0.125	Post	KTN615
1:176886448	2	0.125	Post	KTN615
1:177090421	2	0.125	Post	KTN615
1:177300911	2	0.125	Post	KTN615
1:177517382	2	0.125	Post	KTN615
1:177749564	2	0.125	Post	KTN615
1:177965474	2	0.125	Post	KTN615
1:178186621	2	0.125	Post	KTN615
1:178409506	2	0.125	Post	KTN615
1:178627609	1	0.0625	Post	KTN615
1:178854271	1	0.0625	Post	KTN615
1:179083452	1	0.0625	Post	KTN615
1:179317421	1	0.0625	Post	KTN615
1:179563945	1	0.0625	Post	KTN615
1:179789870	1	0.0625	Post	KTN615
1:180011826	1	0.0625	Post	KTN615
1:180224559	1	0.0625	Post	KTN615
1:180451255	1	0.0625	Post	KTN615
1:180673594	1	0.0625	Post	KTN615
1:180899168	1	0.0625	Post	KTN615
1:181119334	1	0.0625	Post	KTN615
1:181346677	1	0.0625	Post	KTN615
1:181552535	1	0.0625	Post	KTN615
1:181758729	1	0.0625	Post	KTN615
1:181991145	1	0.0625	Post	KTN615
1:182207659	1	0.0625	Post	KTN615
1:182429613	1	0.0625	Post	KTN615
1:182644227	1	0.0625	Post	KTN615
1:182858857	1	0.0625	Post	KTN615
1:183084463	1	0.0625	Post	KTN615
1:183301720	1	0.0625	Post	KTN615
1:183519354	1	0.0625	Post	KTN615
1:183752477	1	0.0625	Post	KTN615
1:183959755	1	0.0625	Post	KTN615
1:184174928	1	0.0625	Post	KTN615
1:184395436	1	0.0625	Post	KTN615
1:184607030	1	0.0625	Post	KTN615
1:184829083	1	0.0625	Post	KTN615
1:185050877	1	0.0625	Post	KTN615
1:185277663	1	0.0625	Post	KTN615
1:185496617	1	0.0625	Post	KTN615
1:185722358	1	0.0625	Post	KTN615
1:185943397	1	0.0625	Post	KTN615
1:186155180	2	0.125	Post	KTN615
1:186374363	2	0.125	Post	KTN615
1:186594586	2	0.125	Post	KTN615
1:186818290	2	0.125	Post	KTN615
1:187030258	2	0.125	Post	KTN615
1:187245424	2	0.125	Post	KTN615
1:187462720	2	0.125	Post	KTN615
1:187684703	2	0.125	Post	KTN615
1:187909086	2	0.125	Post	KTN615
1:188120278	2	0.125	Post	KTN615
1:188332176	2	0.125	Post	KTN615
1:188541480	2	0.125	Post	KTN615
1:188758395	2	0.125	Post	KTN615
1:188974205	2	0.125	Post	KTN615
1:189191576	2	0.125	Post	KTN615
1:189414747	2	0.125	Post	KTN615
1:189630054	2	0.125	Post	KTN615
1:189845556	2	0.125	Post	KTN615
1:190055008	3	0.1875	Post	KTN615
1:190262672	3	0.1875	Post	KTN615
1:190470176	3	0.1875	Post	KTN615
1:190680266	3	0.1875	Post	KTN615
1:190893026	3	0.1875	Post	KTN615
1:191112448	3	0.1875	Post	KTN615
1:191324087	3	0.1875	Post	KTN615
1:191541516	3	0.1875	Post	KTN615
1:191751854	3	0.1875	Post	KTN615
1:191964464	3	0.1875	Post	KTN615
1:192176697	3	0.1875	Post	KTN615
1:192387461	2	0.125	Post	KTN615
1:192610256	2	0.125	Post	KTN615
1:192833875	2	0.125	Post	KTN615
1:193049057	1	0.0625	Post	KTN615
1:199146858	1	0.0625	Post	KTN615
1:199358299	1	0.0625	Post	KTN615
1:199577535	1	0.0625	Post	KTN615
1:199795700	1	0.0625	Post	KTN615
1:200032596	2	0.125	Post	KTN615
1:200255162	2	0.125	Post	KTN615
1:200476520	2	0.125	Post	KTN615
1:200706961	2	0.125	Post	KTN615
1:200933143	3	0.1875	Post	KTN615
1:201140442	3	0.1875	Post	KTN615
1:201355287	3	0.1875	Post	KTN615
1:201572946	3	0.1875	Post	KTN615
1:201789085	3	0.1875	Post	KTN615
1:202017317	3	0.1875	Post	KTN615
1:202250124	3	0.1875	Post	KTN615
1:202537615	3	0.1875	Post	KTN615
1:202763780	3	0.1875	Post	KTN615
1:202995514	3	0.1875	Post	KTN615
1:203201159	3	0.1875	Post	KTN615
1:203429251	3	0.1875	Post	KTN615
1:203651761	3	0.1875	Post	KTN615
1:203894967	3	0.1875	Post	KTN615
1:204122737	4	0.25	Post	KTN615
1:204334636	4	0.25	Post	KTN615
1:204553538	4	0.25	Post	KTN615
1:204764561	4	0.25	Post	KTN615
1:204971660	4	0.25	Post	KTN615
1:205195408	4	0.25	Post	KTN615
1:205419493	4	0.25	Post	KTN615
1:205638492	4	0.25	Post	KTN615
1:206572390	5	0.3125	Post	KTN615
1:206793241	5	0.3125	Post	KTN615
1:207006942	5	0.3125	Post	KTN615
1:207215411	5	0.3125	Post	KTN615
1:207439140	4	0.25	Post	KTN615
1:207651517	4	0.25	Post	KTN615
1:207945827	4	0.25	Post	KTN615
1:208155120	4	0.25	Post	KTN615
1:208359385	4	0.25	Post	KTN615
1:208566173	4	0.25	Post	KTN615
1:208774671	3	0.1875	Post	KTN615
1:208991593	3	0.1875	Post	KTN615
1:209210270	3	0.1875	Post	KTN615
1:209423901	3	0.1875	Post	KTN615
1:209639036	3	0.1875	Post	KTN615
1:209843985	3	0.1875	Post	KTN615
1:210054617	3	0.1875	Post	KTN615
1:210280736	4	0.25	Post	KTN615
1:210501399	4	0.25	Post	KTN615
1:210717152	4	0.25	Post	KTN615
1:210930501	3	0.1875	Post	KTN615
1:211164528	3	0.1875	Post	KTN615
1:211404326	3	0.1875	Post	KTN615
1:211640922	3	0.1875	Post	KTN615
1:211862368	3	0.1875	Post	KTN615
1:212089189	3	0.1875	Post	KTN615
1:212311261	3	0.1875	Post	KTN615
1:212540388	3	0.1875	Post	KTN615
1:212762993	3	0.1875	Post	KTN615
1:212987778	3	0.1875	Post	KTN615
1:213224895	3	0.1875	Post	KTN615
1:213452063	3	0.1875	Post	KTN615
1:213665783	3	0.1875	Post	KTN615
1:213888106	3	0.1875	Post	KTN615
1:214094916	3	0.1875	Post	KTN615
1:214302425	3	0.1875	Post	KTN615
1:214512806	3	0.1875	Post	KTN615
1:214726985	2	0.125	Post	KTN615
1:214951034	3	0.1875	Post	KTN615
1:215167686	3	0.1875	Post	KTN615
1:215379610	3	0.1875	Post	KTN615
1:215595659	3	0.1875	Post	KTN615
1:215814653	3	0.1875	Post	KTN615
1:216029815	3	0.1875	Post	KTN615
1:216243938	3	0.1875	Post	KTN615
1:216454943	3	0.1875	Post	KTN615
1:216669476	3	0.1875	Post	KTN615
1:216873778	3	0.1875	Post	KTN615
1:217080172	3	0.1875	Post	KTN615
1:217286025	3	0.1875	Post	KTN615
1:217496538	3	0.1875	Post	KTN615
1:217714760	2	0.125	Post	KTN615
1:217935642	2	0.125	Post	KTN615
1:218144634	2	0.125	Post	KTN615
1:218361553	2	0.125	Post	KTN615
1:218574112	2	0.125	Post	KTN615
1:218794753	2	0.125	Post	KTN615
1:219010627	2	0.125	Post	KTN615
1:219218372	2	0.125	Post	KTN615
1:219430081	2	0.125	Post	KTN615
1:219641207	2	0.125	Post	KTN615
1:219868601	2	0.125	Post	KTN615
1:220105479	2	0.125	Post	KTN615
1:220337132	2	0.125	Post	KTN615
1:220555422	2	0.125	Post	KTN615
1:220771081	2	0.125	Post	KTN615
1:220991797	2	0.125	Post	KTN615
1:221204482	2	0.125	Post	KTN615
1:221420676	2	0.125	Post	KTN615
1:221638934	2	0.125	Post	KTN615
1:221849037	2	0.125	Post	KTN615
1:222054664	2	0.125	Post	KTN615
1:222276443	2	0.125	Post	KTN615
1:222492335	2	0.125	Post	KTN615
1:222755256	2	0.125	Post	KTN615
1:222973072	2	0.125	Post	KTN615
1:223196221	2	0.125	Post	KTN615
1:223419223	2	0.125	Post	KTN615
1:223649624	2	0.125	Post	KTN615
1:224281501	2	0.125	Post	KTN615
1:224527145	2	0.125	Post	KTN615
1:224751799	2	0.125	Post	KTN615
1:224963257	2	0.125	Post	KTN615
1:225192611	2	0.125	Post	KTN615
1:225443939	2	0.125	Post	KTN615
1:225667596	3	0.1875	Post	KTN615
1:225888947	3	0.1875	Post	KTN615
1:226123947	3	0.1875	Post	KTN615
1:226364399	3	0.1875	Post	KTN615
1:226593430	3	0.1875	Post	KTN615
1:226811020	3	0.1875	Post	KTN615
1:227028501	3	0.1875	Post	KTN615
1:227252410	3	0.1875	Post	KTN615
1:227471032	3	0.1875	Post	KTN615
1:227708824	3	0.1875	Post	KTN615
1:227942701	3	0.1875	Post	KTN615
1:228175912	3	0.1875	Post	KTN615
1:228388139	3	0.1875	Post	KTN615
1:228596839	3	0.1875	Post	KTN615
1:228867351	3	0.1875	Post	KTN615
1:229077645	3	0.1875	Post	KTN615
1:229290835	3	0.1875	Post	KTN615
1:229513051	3	0.1875	Post	KTN615
1:229742815	3	0.1875	Post	KTN615
1:229958557	3	0.1875	Post	KTN615
1:230169988	3	0.1875	Post	KTN615
1:230378113	3	0.1875	Post	KTN615
1:230591894	3	0.1875	Post	KTN615
1:230816684	3	0.1875	Post	KTN615
1:231027051	3	0.1875	Post	KTN615
1:231245781	3	0.1875	Post	KTN615
1:231465198	1	0.0625	Post	KTN615
1:231687344	1	0.0625	Post	KTN615
1:231912526	1	0.0625	Post	KTN615
1:232135605	1	0.0625	Post	KTN615
1:232357101	1	0.0625	Post	KTN615
1:232571229	1	0.0625	Post	KTN615
1:232779428	1	0.0625	Post	KTN615
1:232996553	1	0.0625	Post	KTN615
1:243486077	1	0.0625	Post	KTN615
1:243694800	1	0.0625	Post	KTN615
1:243910157	1	0.0625	Post	KTN615
1:244130249	1	0.0625	Post	KTN615
1:244339362	1	0.0625	Post	KTN615
1:244560177	1	0.0625	Post	KTN615
1:244792632	1	0.0625	Post	KTN615
1:245024716	1	0.0625	Post	KTN615
1:245254045	1	0.0625	Post	KTN615
1:245480836	1	0.0625	Post	KTN615
1:245700238	1	0.0625	Post	KTN615
1:245922181	1	0.0625	Post	KTN615
1:246142198	1	0.0625	Post	KTN615
2:9862250	1	0.0625	Post	KTN615
2:10087378	2	0.125	Post	KTN615
2:10311368	4	0.25	Post	KTN615
2:10525830	4	0.25	Post	KTN615
2:10742075	4	0.25	Post	KTN615
2:10971867	3	0.1875	Post	KTN615
2:11189126	2	0.125	Post	KTN615
2:11412909	1	0.0625	Post	KTN615
2:11635772	1	0.0625	Post	KTN615
2:11849073	1	0.0625	Post	KTN615
2:12071538	1	0.0625	Post	KTN615
2:12284146	1	0.0625	Post	KTN615
2:12491517	1	0.0625	Post	KTN615
2:12706757	1	0.0625	Post	KTN615
2:12920276	1	0.0625	Post	KTN615
2:13132869	1	0.0625	Post	KTN615
2:13344262	1	0.0625	Post	KTN615
2:13569926	1	0.0625	Post	KTN615
2:13794552	1	0.0625	Post	KTN615
2:14017595	1	0.0625	Post	KTN615
2:14234540	1	0.0625	Post	KTN615
2:14450182	1	0.0625	Post	KTN615
2:14672572	1	0.0625	Post	KTN615
2:14879638	1	0.0625	Post	KTN615
2:15102323	1	0.0625	Post	KTN615
2:15310597	1	0.0625	Post	KTN615
2:15528078	1	0.0625	Post	KTN615
2:15744771	1	0.0625	Post	KTN615
2:15956341	1	0.0625	Post	KTN615
2:16178347	1	0.0625	Post	KTN615
2:16447680	1	0.0625	Post	KTN615
2:16655328	1	0.0625	Post	KTN615
2:16865830	1	0.0625	Post	KTN615
2:17083925	1	0.0625	Post	KTN615
2:17295930	1	0.0625	Post	KTN615
2:17505088	1	0.0625	Post	KTN615
2:17726049	1	0.0625	Post	KTN615
2:17936706	1	0.0625	Post	KTN615
2:18155653	1	0.0625	Post	KTN615
2:18384567	1	0.0625	Post	KTN615
2:18596100	1	0.0625	Post	KTN615
2:18805900	1	0.0625	Post	KTN615
2:19022312	1	0.0625	Post	KTN615
2:19271977	1	0.0625	Post	KTN615
2:19493930	1	0.0625	Post	KTN615
2:19710085	1	0.0625	Post	KTN615
2:19921334	1	0.0625	Post	KTN615
2:20136132	1	0.0625	Post	KTN615
2:20353943	1	0.0625	Post	KTN615
2:20566626	1	0.0625	Post	KTN615
2:20786270	1	0.0625	Post	KTN615
2:20996024	1	0.0625	Post	KTN615
2:21240169	1	0.0625	Post	KTN615
2:21458384	1	0.0625	Post	KTN615
2:21669904	1	0.0625	Post	KTN615
2:21884794	1	0.0625	Post	KTN615
2:22090055	1	0.0625	Post	KTN615
2:22301807	1	0.0625	Post	KTN615
2:22517503	1	0.0625	Post	KTN615
2:22729981	1	0.0625	Post	KTN615
2:22940153	1	0.0625	Post	KTN615
2:23150953	1	0.0625	Post	KTN615
2:23364085	1	0.0625	Post	KTN615
2:23580215	1	0.0625	Post	KTN615
2:23788637	1	0.0625	Post	KTN615
2:24003776	1	0.0625	Post	KTN615
2:24241491	1	0.0625	Post	KTN615
2:24476728	1	0.0625	Post	KTN615
2:24707236	1	0.0625	Post	KTN615
2:24926239	1	0.0625	Post	KTN615
2:25153589	1	0.0625	Post	KTN615
2:25384657	1	0.0625	Post	KTN615
2:25607121	1	0.0625	Post	KTN615
2:25832637	1	0.0625	Post	KTN615
2:26062306	1	0.0625	Post	KTN615
2:26308268	1	0.0625	Post	KTN615
2:26535899	1	0.0625	Post	KTN615
2:26752961	1	0.0625	Post	KTN615
2:26965060	1	0.0625	Post	KTN615
2:27190806	1	0.0625	Post	KTN615
2:27410306	1	0.0625	Post	KTN615
2:95658972	1	0.0625	Post	KTN615
2:95882175	1	0.0625	Post	KTN615
2:96676186	1	0.0625	Post	KTN615
2:96948654	2	0.125	Post	KTN615
2:97188511	2	0.125	Post	KTN615
2:97411854	2	0.125	Post	KTN615
2:98319590	2	0.125	Post	KTN615
2:98538252	2	0.125	Post	KTN615
2:98762632	2	0.125	Post	KTN615
2:98976782	2	0.125	Post	KTN615
2:99190333	2	0.125	Post	KTN615
2:99407021	2	0.125	Post	KTN615
2:99638215	2	0.125	Post	KTN615
2:99876116	3	0.1875	Post	KTN615
2:100104655	3	0.1875	Post	KTN615
2:100326006	3	0.1875	Post	KTN615
2:100540747	4	0.25	Post	KTN615
2:100777849	4	0.25	Post	KTN615
2:100991469	4	0.25	Post	KTN615
2:101219536	4	0.25	Post	KTN615
2:101433651	4	0.25	Post	KTN615
2:101647859	4	0.25	Post	KTN615
2:101884545	4	0.25	Post	KTN615
2:102112953	4	0.25	Post	KTN615
2:102340793	4	0.25	Post	KTN615
2:102551623	4	0.25	Post	KTN615
2:102763242	4	0.25	Post	KTN615
2:102975473	4	0.25	Post	KTN615
2:103189147	4	0.25	Post	KTN615
2:103401871	4	0.25	Post	KTN615
2:103617932	4	0.25	Post	KTN615
2:103835314	4	0.25	Post	KTN615
2:104046196	4	0.25	Post	KTN615
2:104262091	4	0.25	Post	KTN615
2:104472729	4	0.25	Post	KTN615
2:104678794	4	0.25	Post	KTN615
2:104887060	4	0.25	Post	KTN615
2:105095795	4	0.25	Post	KTN615
2:105312132	4	0.25	Post	KTN615
2:105520339	4	0.25	Post	KTN615
2:105739133	4	0.25	Post	KTN615
2:105960507	4	0.25	Post	KTN615
2:106177081	4	0.25	Post	KTN615
2:106387135	5	0.3125	Post	KTN615
2:106597714	5	0.3125	Post	KTN615
2:107178382	4	0.25	Post	KTN615
2:107389524	11	0.6875	Post	KTN615
2:107602442	11	0.6875	Post	KTN615
2:107817347	11	0.6875	Post	KTN615
2:108030306	11	0.6875	Post	KTN615
2:108241181	11	0.6875	Post	KTN615
2:108530852	11	0.6875	Post	KTN615
2:108753544	11	0.6875	Post	KTN615
2:108972437	11	0.6875	Post	KTN615
2:109224430	11	0.6875	Post	KTN615
2:109509762	11	0.6875	Post	KTN615
2:109734534	11	0.6875	Post	KTN615
2:111497321	11	0.6875	Post	KTN615
2:111709233	11	0.6875	Post	KTN615
2:112767338	5	0.3125	Post	KTN615
2:113320452	5	0.3125	Post	KTN615
2:113546608	4	0.25	Post	KTN615
2:113760820	3	0.1875	Post	KTN615
2:114439630	2	0.125	Post	KTN615
2:114666816	2	0.125	Post	KTN615
2:114890261	2	0.125	Post	KTN615
2:115108397	2	0.125	Post	KTN615
2:115325002	2	0.125	Post	KTN615
2:115535326	2	0.125	Post	KTN615
2:115750136	1	0.0625	Post	KTN615
2:115969431	1	0.0625	Post	KTN615
2:116186237	1	0.0625	Post	KTN615
2:116401061	1	0.0625	Post	KTN615
2:116614257	1	0.0625	Post	KTN615
2:116842228	1	0.0625	Post	KTN615
2:117065389	1	0.0625	Post	KTN615
2:117280982	1	0.0625	Post	KTN615
2:117498841	1	0.0625	Post	KTN615
2:117714813	1	0.0625	Post	KTN615
2:126415796	1	0.0625	Post	KTN615
2:126632040	1	0.0625	Post	KTN615
2:126848217	1	0.0625	Post	KTN615
2:127072650	1	0.0625	Post	KTN615
2:127289045	1	0.0625	Post	KTN615
2:127504416	1	0.0625	Post	KTN615
2:127712292	1	0.0625	Post	KTN615
2:127927482	1	0.0625	Post	KTN615
2:128154188	1	0.0625	Post	KTN615
2:128370898	1	0.0625	Post	KTN615
2:128594859	1	0.0625	Post	KTN615
2:128834160	1	0.0625	Post	KTN615
2:129062076	1	0.0625	Post	KTN615
2:129275165	1	0.0625	Post	KTN615
2:129489665	1	0.0625	Post	KTN615
2:129721140	1	0.0625	Post	KTN615
2:129941789	1	0.0625	Post	KTN615
2:130153742	1	0.0625	Post	KTN615
2:130378457	1	0.0625	Post	KTN615
2:131522217	1	0.0625	Post	KTN615
2:133000723	1	0.0625	Post	KTN615
2:133243054	1	0.0625	Post	KTN615
2:133460206	1	0.0625	Post	KTN615
2:133670547	1	0.0625	Post	KTN615
2:133878922	1	0.0625	Post	KTN615
2:134092660	1	0.0625	Post	KTN615
2:134313574	1	0.0625	Post	KTN615
2:134528676	1	0.0625	Post	KTN615
2:134743898	1	0.0625	Post	KTN615
2:134970311	1	0.0625	Post	KTN615
2:135176451	1	0.0625	Post	KTN615
2:135391989	1	0.0625	Post	KTN615
2:135626534	1	0.0625	Post	KTN615
2:135850851	1	0.0625	Post	KTN615
2:136089407	1	0.0625	Post	KTN615
2:136334710	1	0.0625	Post	KTN615
2:136557821	1	0.0625	Post	KTN615
2:136782972	1	0.0625	Post	KTN615
2:136995954	1	0.0625	Post	KTN615
2:137212791	1	0.0625	Post	KTN615
2:137427001	1	0.0625	Post	KTN615
2:137641229	1	0.0625	Post	KTN615
2:137866020	1	0.0625	Post	KTN615
2:138085349	1	0.0625	Post	KTN615
2:138308129	1	0.0625	Post	KTN615
2:138530973	1	0.0625	Post	KTN615
2:138747544	1	0.0625	Post	KTN615
2:138957468	1	0.0625	Post	KTN615
2:139174476	1	0.0625	Post	KTN615
2:139395380	1	0.0625	Post	KTN615
2:139606905	1	0.0625	Post	KTN615
2:139820977	1	0.0625	Post	KTN615
2:140031755	1	0.0625	Post	KTN615
2:140248942	1	0.0625	Post	KTN615
2:140465315	1	0.0625	Post	KTN615
2:140677328	1	0.0625	Post	KTN615
2:140891205	1	0.0625	Post	KTN615
2:141100497	1	0.0625	Post	KTN615
2:141312003	1	0.0625	Post	KTN615
2:141520486	1	0.0625	Post	KTN615
2:141733157	1	0.0625	Post	KTN615
2:141944559	1	0.0625	Post	KTN615
2:142154219	1	0.0625	Post	KTN615
2:142369022	1	0.0625	Post	KTN615
2:142575880	1	0.0625	Post	KTN615
2:142784130	1	0.0625	Post	KTN615
2:142990241	1	0.0625	Post	KTN615
2:143199176	1	0.0625	Post	KTN615
2:143417540	1	0.0625	Post	KTN615
2:143639728	1	0.0625	Post	KTN615
2:143861653	1	0.0625	Post	KTN615
2:144067320	1	0.0625	Post	KTN615
2:144272981	1	0.0625	Post	KTN615
2:144489491	1	0.0625	Post	KTN615
